Wavelength (nm),Transmission (%),,,,,,
618,47.74605752,,,,,,
617,47.74582672,,,,,,
616,47.75363541,,,,,,
615,47.7625103,,,,,,
614,47.77545929,,,,,,
613,47.7737484,,,,,,
612,47.79679299,,,,,,
611,47.7878933,,,,,,
610,47.78438759,,,,,,
609,47.79474449,,,,,,
608,47.80179024,,,,,,
607,47.80740548,,,,,,
606,47.79805946,,,,,,
605,47.80712509,,,,,,
604,47.81016159,,,,,,
603,47.80589295,,,,,,
602,47.80141259,,,,,,
601,47.81829453,,,,,,
600,47.83170128,,,,,,
599,47.80732537,,,,,,
598,47.79576302,,,,,,
597,47.81360054,,,,,,
596,47.81365204,,,,,,
595,47.81556892,,,,,,
594,47.80491829,,,,,,
593,47.78699684,,,,,,
592,47.79794121,,,,,,
591,47.78320885,,,,,,
590,47.78801537,,,,,,
589,47.78762436,,,,,,
588,47.78445244,,,,,,
587,47.7621975,,,,,,
586,47.78220749,,,,,,
585,47.75155067,,,,,,
584,47.7652359,,,,,,
583,47.75040817,,,,,,
582,47.73304367,,,,,,
581,47.74901772,,,,,,
580,47.74574661,,,,,,
579,47.73894692,,,,,,
578,47.70974159,,,,,,
577,47.71680451,,,,,,
576,47.71709252,,,,,,
575,47.69615555,,,,,,
574,47.70340157,,,,,,
573,47.69968796,,,,,,
572,47.68892479,,,,,,
571,47.69983292,,,,,,
570,47.69746399,,,,,,
569,47.69376373,,,,,,
568,47.68076325,,,,,,
567,47.70719147,,,,,,
566,47.68796539,,,,,,
565,47.67578698,,,,,,
564,47.69601822,,,,,,
563,47.69772911,,,,,,
562,47.69523049,,,,,,
561,47.72102356,,,,,,
560,47.71615219,,,,,,
559,47.70869446,,,,,,
558,47.73972321,,,,,,
557,47.73441315,,,,,,
556,47.74020195,,,,,,
555,47.75872612,,,,,,
554,47.77555084,,,,,,
553,47.79249001,,,,,,
552,47.80346489,,,,,,
551,47.84662438,,,,,,
550,47.86597443,,,,,,
549,47.88618469,,,,,,
548,47.89463997,,,,,,
547,47.90776062,,,,,,
546,47.94712639,,,,,,
545,47.96176339,,,,,,
544,48.00303269,,,,,,
543,48.03058052,,,,,,
542,48.05948258,,,,,,
541,48.07306481,,,,,,
540,48.12189675,,,,,,
539,48.13558579,,,,,,
538,48.16458512,,,,,,
537,48.21035957,,,,,,
536,48.23633766,,,,,,
535,48.27880669,,,,,,
534,48.30825043,,,,,,
533,48.35482025,,,,,,
532,48.38017082,,,,,,
531,48.41447831,,,,,,
530,48.47025871,,,,,,
529,48.50186157,,,,,,
528,48.54571915,,,,,,
527,48.59389687,,,,,,
526,48.6513958,,,,,,
525,48.67590142,,,,,,
524,48.71447182,,,,,,
523,48.73861885,,,,,,
522,48.78385925,,,,,,
521,48.84247399,,,,,,
520,48.86973953,,,,,,
519,48.91113663,,,,,,
518,48.9768982,,,,,,
517,49.00185013,,,,,,
516,49.05948639,,,,,,
515,49.10106659,,,,,,
514,49.12422181,,,,,,
513,49.16554642,,,,,,
512,49.18688202,,,,,,
511,49.24885941,,,,,,
510,49.29973031,,,,,,
509,49.31651497,,,,,,
508,49.35218048,,,,,,
507,49.37623978,,,,,,
506,49.41226387,,,,,,
505,49.45116425,,,,,,
504,49.48581314,,,,,,
503,49.52193261,,,,,,
502,49.5423851,,,,,,
501,49.57042504,,,,,,
500,49.62581063,,,,,,
499,49.64211464,,,,,,
498,49.67705536,,,,,,
497,49.68670082,,,,,,
496,49.7198391,,,,,,
495,49.73498726,,,,,,
494,49.76404572,,,,,,
493,49.82950401,,,,,,
492,49.81306458,,,,,,
491,49.8422432,,,,,,
490,49.87553788,,,,,,
489,49.9266243,,,,,,
488,49.90957451,,,,,,
487,49.95077515,,,,,,
486,49.96623039,,,,,,
485,50.00356484,,,,,,
484,50.03401184,,,,,,
483,50.07034302,,,,,,
482,50.0964222,,,,,,
481,50.08073235,,,,,,
480,50.11099816,,,,,,
479,50.1879673,,,,,,
478,50.19111061,,,,,,
477,50.24144555,,,,,,
476,50.26184845,,,,,,
475,50.29246331,,,,,,
474,50.30663872,,,,,,
473,50.35824967,,,,,,
472,50.3946209,,,,,,
471,50.44466591,,,,,,
470,50.45260429,,,,,,
469,50.49174881,,,,,,
468,50.49570275,,,,,,
467,50.54737473,,,,,,
466,50.58150864,,,,,,
465,50.64192009,,,,,,
464,50.63437653,,,,,,
463,50.69421005,,,,,,
462,50.71100617,,,,,,
461,50.72376061,,,,,,
460,50.74150849,,,,,,
459,50.77448845,,,,,,
458,50.81795693,,,,,,
457,50.82954788,,,,,,
456,50.88861847,,,,,,
455,50.87053872,,,,,,
454,50.90263176,,,,,,
453,50.92990112,,,,,,
452,50.91596413,,,,,,
451,50.92862511,,,,,,
450,50.96918107,,,,,,
449,51.01775742,,,,,,
448,50.99512673,,,,,,
447,50.99621582,,,,,,
446,51.0279522,,,,,,
445,51.04162026,,,,,,
444,51.01988983,,,,,,
443,51.05658722,,,,,,
442,51.06035614,,,,,,
441,51.04136086,,,,,,
440,51.05952263,,,,,,
439,51.09096336,,,,,,
438,51.09312249,,,,,,
437,51.10960007,,,,,,
436,51.08057785,,,,,,
435,51.09017563,,,,,,
434,51.1361084,,,,,,
433,51.08971977,,,,,,
432,51.13539505,,,,,,
431,51.11142731,,,,,,
430,51.14535713,,,,,,
429,51.15288162,,,,,,
428,51.14013863,,,,,,
427,51.13174439,,,,,,
426,51.07784081,,,,,,
425,51.12695313,,,,,,
424,51.05612183,,,,,,
423,51.04372788,,,,,,
422,50.99985123,,,,,,
421,50.95330048,,,,,,
420,50.8996811,,,,,,
419,50.85084725,,,,,,
418,50.7885685,,,,,,
417,50.64017296,,,,,,
416,50.47575951,,,,,,
415,50.40913201,,,,,,
414,50.34417534,,,,,,
413,50.11808586,,,,,,
412,50.02853012,,,,,,
411,49.77360916,,,,,,
410,49.52664185,,,,,,
409,49.42336083,,,,,,
408,49.19358254,,,,,,
407,49.04688454,,,,,,
406,48.86005021,,,,,,
405,48.57074356,,,,,,
404,48.36912156,,,,,,
403,48.04663468,,,,,,
402,47.92930222,,,,,,
401,47.7077427,,,,,,
400,47.61758805,,,,,,
399,47.31900978,,,,,,
398,47.24972153,,,,,,
397,47.10983849,,,,,,
396,46.80182839,,,,,,
395,46.80401993,,,,,,
394,46.85920525,,,,,,
393,46.78730011,,,,,,
392,46.81776047,,,,,,
391,46.774786,,,,,,
390,46.93084336,,,,,,
389,47.09109879,,,,,,
388,47.29748345,,,,,,
387,47.36323929,,,,,,
386,47.54773331,,,,,,
385,47.76945686,,,,,,
384,48.22076226,,,,,,
383,48.63578987,,,,,,
382,48.84072113,,,,,,
381,49.21483231,,,,,,
380,49.72530175,,,,,,
379,50.01644135,,,,,,
378,50.67767907,,,,,,
377,51.13666344,,,,,,
376,51.5482502,,,,,,
375,52.08862687,,,,,,
374,52.55795098,,,,,,
373,52.98243142,,,,,,
372,53.23013115,,,,,,
371,53.57699776,,,,,,
370,54.04462052,,,,,,
369,53.8646679,,,,,,
368,53.97435951,,,,,,
367,53.94094849,,,,,,
366,53.62750435,,,,,,
365,53.24773788,,,,,,
364,52.75921631,,,,,,
363,52.19771195,,,,,,
362,50.67974472,,,,,,
361,49.7283001,,,,,,
360,48.08234787,,,,,,
359,46.95862198,,,,,,
358,45.12729073,,,,,,
357,43.35467529,,,,,,
356,41.79105759,,,,,,
355,39.32658386,,,,,,
354,37.78010559,,,,,,
353,35.95942116,,,,,,
352,34.48308659,,,,,,
351,32.60082531,,,,,,
350,30.85399723,,,,,,
349,29.47579289,,,,,,
348,27.59374809,,,,,,
347,26.4730196,,,,,,
346,25.17073775,,,,,,
345,23.98723364,,,,,,
344,23.23808003,,,,,,
343,22.02279663,,,,,,
342,21.50135327,,,,,,
341,20.03990888,,,,,,
340,19.16682053,,,,,,
339,18.38304567,,,,,,
338,17.2653656,,,,,,
337,18.07556343,,,,,,
336,16.48556042,,,,,,
335,15.79954338,,,,,,
334,14.76103282,,,,,,
333,14.06524253,,,,,,
332,13.82507825,,,,,,
331,12.27331996,,,,,,
330,11.04154134,,,,,,
329,11.29899049,,,,,,
328,10.52191472,,,,,,
327,9.145503046,,,,,,
326,8.513173819,,,,,,
325,8.147710204,,,,,,
324,8.286539795,,,,,,
323,8.172274351,,,,,,
322,6.48701036,,,,,,
321,6.496695757,,,,,,
320,5.910138488,,,,,,
319,4.949799896,,,,,,
318,5.112525225,,,,,,
317,4.605992556,,,,,,
316,3.936836839,,,,,,
315,3.898662567,,,,,,
314,3.595609725,,,,,,
313,2.010387823,,,,,,
312,1.59883076,,,,,,
311,1.432087898,,,,,,
310,1.590175093,,,,,,
309,0.944011614,,,,,,
308,2.226569593,,,,,,
307,0.773885995,,,,,,
306,0.795130611,,,,,,
305,0.934298456,,,,,,
304,0.49560342,,,,,,
303,0.750594199,,,,,,
302,0.4945159,,,,,,
301,-0.082996339,,,,,,
300,0.379636608,,,,,,
