Wavelength (nm),SLS201L Power (a.u.),
2082.896729,0.442050587,
2083.109131,0.441936092,
2083.321777,0.441821914,
2083.534424,0.441708458,
2083.74707,0.441595433,
2083.959961,0.441482452,
2084.172852,0.441369328,
2084.385742,0.44125622,
2084.598633,0.441142497,
2084.811523,0.44102851,
2085.024414,0.440914227,
2085.237305,0.440799897,
2085.450439,0.440685133,
2085.66333,0.440570483,
2085.876465,0.440456587,
2086.089844,0.440343653,
2086.302979,0.44023116,
2086.516113,0.440118561,
2086.729492,0.44000578,
2086.942871,0.439892598,
2087.15625,0.439778465,
2087.369629,0.439663891,
2087.583008,0.439548997,
2087.796631,0.439434054,
2088.01001,0.439319168,
2088.223633,0.439204404,
2088.4375,0.439090001,
2088.651367,0.438976137,
2088.86499,0.43886293,
2089.078857,0.438749543,
2089.29248,0.43863625,
2089.506348,0.438522283,
2089.720459,0.438408099,
2089.934326,0.438293171,
2090.148193,0.4381781,
2090.362305,0.438062863,
2090.576416,0.437947993,
2090.790527,0.4378334,
2091.004639,0.437719272,
2091.218994,0.4376057,
2091.433105,0.437492166,
2091.647461,0.437378259,
2091.861816,0.43726405,
2092.076172,0.437149479,
2092.290527,0.437034127,
2092.505127,0.436918591,
2092.719727,0.436803115,
2092.934326,0.436688058,
2093.148926,0.436573348,
2093.363525,0.436459108,
2093.578369,0.436345015,
2093.792969,0.436231266,
2094.007813,0.436117268,
2094.222656,0.436002782,
2094.4375,0.435887975,
2094.652344,0.435772845,
2094.867432,0.435657664,
2095.082275,0.435542838,
2095.297363,0.435428232,
2095.512451,0.435314129,
2095.727783,0.4352012,
2095.942871,0.43508885,
2096.157959,0.434976689,
2096.373291,0.43486506,
2096.588623,0.434753489,
2096.803955,0.434641507,
2097.019531,0.434529019,
2097.235107,0.434415858,
2097.450439,0.434303014,
2097.666016,0.434190334,
2097.881592,0.434078033,
2098.097168,0.433966496,
2098.312988,0.433856026,
2098.528564,0.433745498,
2098.744385,0.433635307,
2098.960205,0.433524978,
2099.176025,0.433414369,
2099.391846,0.433303547,
2099.60791,0.433192574,
2099.82373,0.43308176,
2100.039795,0.432970966,
2100.255859,0.432860646,
2100.471924,0.432750758,
2100.688232,0.432641726,
2100.904297,0.432532878,
2101.120605,0.432424434,
2101.337158,0.432315909,
2101.553467,0.432207241,
2101.769775,0.432098231,
2101.986328,0.431989221,
2102.202637,0.431880431,
2102.419189,0.43177205,
2102.635742,0.431664334,
2102.852295,0.431557041,
2103.069092,0.431450354,
2103.285645,0.4313444,
2103.502441,0.431238898,
2103.719238,0.431133392,
2103.936035,0.431027506,
2104.152832,0.430921368,
2104.369873,0.430815548,
2104.586914,0.430709725,
2104.803711,0.430604261,
2105.020752,0.430500006,
2105.238037,0.430396488,
2105.455078,0.430293458,
2105.672363,0.430190885,
2105.889648,0.430089003,
2106.106934,0.429987624,
2106.324219,0.42988613,
2106.541748,0.429784192,
2106.759033,0.429682322,
2106.976563,0.429579908,
2107.194092,0.429477507,
2107.411621,0.429375809,
2107.62915,0.429274908,
2107.84668,0.429175079,
2108.064453,0.429076003,
2108.282227,0.428977245,
2108.5,0.428878852,
2108.717773,0.42878027,
2108.935547,0.428681469,
2109.153564,0.428582588,
2109.371338,0.428483339,
2109.589355,0.428384615,
2109.807373,0.428286458,
2110.025635,0.428188732,
2110.243896,0.428091742,
2110.461914,0.427995672,
2110.680176,0.427900081,
2110.898438,0.42780493,
2111.116699,0.427709664,
2111.335205,0.427614972,
2111.553467,0.427520076,
2111.771973,0.427424817,
2111.990479,0.427329794,
2112.208984,0.427235476,
2112.42749,0.427141595,
2112.64624,0.42704823,
2112.86499,0.426955322,
2113.083496,0.426863028,
2113.302246,0.426770892,
2113.52124,0.426678392,
2113.73999,0.426586094,
2113.958984,0.426493338,
2114.177734,0.426400474,
2114.396973,0.426307464,
2114.615967,0.426214827,
2114.835205,0.426122935,
2115.054199,0.426031973,
2115.273438,0.425941724,
2115.492676,0.425852166,
2115.711914,0.425762772,
2115.931152,0.425673081,
2116.150635,0.425583019,
2116.369873,0.425492407,
2116.589355,0.425401688,
2116.808838,0.425311059,
2117.02832,0.425220355,
2117.248047,0.425129688,
2117.467529,0.425039171,
2117.687256,0.424949302,
2117.906982,0.424859738,
2118.126709,0.424770467,
2118.346436,0.424681518,
2118.566406,0.424592107,
2118.786377,0.424502422,
2119.006348,0.424411961,
2119.226318,0.424321415,
2119.446533,0.424230954,
2119.666504,0.424141075,
2119.886719,0.424051386,
2120.106689,0.423962353,
2120.326904,0.423873525,
2120.547363,0.423784843,
2120.767578,0.423696311,
2120.988037,0.423607119,
2121.208252,0.423517606,
2121.428711,0.423427509,
2121.64917,0.423337242,
2121.869873,0.423246619,
2122.090332,0.423156111,
2122.311035,0.423065868,
2122.531738,0.422976031,
2122.752441,0.422886245,
2122.973145,0.422796462,
2123.194092,0.422706928,
2123.415039,0.422616747,
2123.635986,0.422526169,
2123.856934,0.422434863,
2124.077881,0.422343088,
2124.298828,0.422251054,
2124.52002,0.422159377,
2124.741211,0.422068138,
2124.962402,0.421976904,
2125.183594,0.421886138,
2125.404785,0.421795418,
2125.626221,0.421704765,
2125.847412,0.421613491,
2126.068848,0.42152178,
2126.290283,0.421429338,
2126.511963,0.421336398,
2126.733398,0.421242563,
2126.955078,0.421148521,
2127.176758,0.421055321,
2127.398438,0.420962002,
2127.620117,0.420868732,
2127.842041,0.42077548,
2128.063965,0.420682125,
2128.285645,0.420588269,
2128.507568,0.420493897,
2128.729736,0.42039901,
2128.95166,0.420303494,
2129.173584,0.420207471,
2129.395752,0.420111292,
2129.61792,0.420015072,
2129.840088,0.419919088,
2130.0625,0.419823209,
2130.284668,0.419727293,
2130.50708,0.41963116,
2130.729492,0.419534702,
2130.951904,0.419437765,
2131.174316,0.419340412,
2131.396729,0.419242019,
2131.619385,0.419142937,
2131.842041,0.419044003,
2132.064697,0.418944949,
2132.287598,0.418846073,
2132.510254,0.418747379,
2132.733154,0.418648562,
2132.956055,0.418549469,
2133.178955,0.418449252,
2133.401855,0.418348342,
2133.624756,0.418246857,
2133.8479,0.418144707,
2134.070801,0.41804154,
2134.293945,0.417938093,
2134.51709,0.417834571,
2134.740479,0.417731184,
2134.963623,0.417628375,
2135.187012,0.417525556,
2135.4104,0.417422834,
2135.633789,0.417319428,
2135.857178,0.41721554,
2136.080566,0.417110459,
2136.304199,0.417004964,
2136.527832,0.416898678,
2136.751709,0.41679173,
2136.975342,0.416684511,
2137.199219,0.416576909,
2137.422852,0.416469472,
2137.646729,0.416361978,
2137.870605,0.416254496,
2138.094482,0.416146959,
2138.318359,0.41603873,
2138.54248,0.415929384,
2138.766602,0.415818811,
2138.990723,0.415707543,
2139.214844,0.41559566,
2139.438965,0.415483534,
2139.66333,0.415371246,
2139.887451,0.415259276,
2140.111816,0.415147355,
2140.336182,0.415035195,
2140.560791,0.414922937,
2140.785156,0.414809939,
2141.009766,0.414696457,
2141.234619,0.414582034,
2141.459229,0.414466787,
2141.683838,0.414350592,
2141.908447,0.414233861,
2142.133301,0.414116929,
2142.358154,0.413999769,
2142.583008,0.413882187,
2142.807861,0.413764041,
2143.032959,0.413645577,
2143.257813,0.413526325,
2143.48291,0.413406172,
2143.708008,0.413284976,
2143.933105,0.413163171,
2144.158447,0.413040649,
2144.383545,0.412917132,
2144.608887,0.412793599,
2144.834229,0.412670097,
2145.05957,0.412546327,
2145.284912,0.412422119,
2145.510498,0.412297191,
2145.736328,0.412171528,
2145.961914,0.412044916,
2146.1875,0.411916924,
2146.413086,0.411787687,
2146.638916,0.411657511,
2146.864502,0.411526184,
2147.090332,0.411394187,
2147.316162,0.411261788,
2147.542236,0.411128932,
2147.768066,0.410995766,
2147.994141,0.410862096,
2148.220215,0.41072719,
2148.446289,0.41059149,
2148.672363,0.410454346,
2148.898438,0.410315943,
2149.124756,0.41017671,
2149.351074,0.410036258,
2149.577393,0.4098955,
2149.803711,0.409754245,
2150.030273,0.409612258,
2150.256836,0.409469539,
2150.483398,0.40932626,
2150.709961,0.409181747,
2150.936523,0.409036401,
2151.16333,0.408889738,
2151.389893,0.408741502,
2151.616699,0.408592,
2151.843506,0.408441393,
2152.070313,0.408289822,
2152.297363,0.408137882,
2152.52417,0.407985629,
2152.751221,0.407832836,
2152.978271,0.407679227,
2153.205322,0.407524386,
2153.432617,0.407368303,
2153.659668,0.407210611,
2153.886963,0.407051308,
2154.114258,0.406890335,
2154.341553,0.406728291,
2154.569092,0.406565109,
2154.796631,0.406400792,
2155.02417,0.406235939,
2155.251709,0.406070278,
2155.479248,0.405903922,
2155.706787,0.405736499,
2155.93457,0.405568112,
2156.162354,0.405398101,
2156.390137,0.405226681,
2156.61792,0.40505379,
2156.845703,0.40487972,
2157.07373,0.404704548,
2157.301514,0.4045282,
2157.529541,0.404351408,
2157.757568,0.404173728,
2157.98584,0.403995165,
2158.213867,0.403815492,
2158.442139,0.403634848,
2158.67041,0.403452316,
2158.898682,0.403268051,
2159.126953,0.403082364,
2159.355713,0.402895119,
2159.583984,0.402706502,
2159.8125,0.402516662,
2160.041016,0.402326327,
2160.269775,0.402135019,
2160.498291,0.401942348,
2160.727051,0.401748582,
2160.955811,0.401553472,
2161.18457,0.40135702,
2161.41333,0.401158907,
2161.642334,0.400959285,
2161.871094,0.400758153,
2162.100098,0.40055561,
2162.329102,0.400351463,
2162.55835,0.400146479,
2162.787354,0.39994038,
2163.016602,0.399733187,
2163.24585,0.399525118,
2163.475098,0.399315512,
2163.704346,0.399104091,
2163.933838,0.398891136,
2164.16333,0.398676767,
2164.392822,0.398460786,
2164.622314,0.398243448,
2164.851807,0.398024904,
2165.081543,0.397805876,
2165.311035,0.397586409,
2165.540771,0.397366034,
2165.770508,0.397144849,
2166.000488,0.396922564,
2166.230225,0.396698809,
2166.460205,0.396473259,
2166.690186,0.396246113,
2166.920166,0.396017845,
2167.150146,0.395788383,
2167.380371,0.395557721,
2167.610352,0.395326133,
2167.840576,0.395093897,
2168.070801,0.39486145,
2168.301025,0.394628,
2168.531738,0.394393834,
2168.762207,0.39415873,
2168.992432,0.393922611,
2169.2229,0.393685094,
2169.453613,0.393446514,
2169.684082,0.393207401,
2169.914795,0.392967658,
2170.145508,0.392727603,
2170.376221,0.392487006,
2170.606934,0.392246331,
2170.837891,0.39200518,
2171.068604,0.391763504,
2171.299561,0.391521224,
2171.530518,0.391278127,
2171.761719,0.391034224,
2171.992676,0.390789352,
2172.223877,0.390543603,
2172.455078,0.390297311,
2172.686279,0.390050372,
2172.91748,0.389803286,
2173.148926,0.389556198,
2173.380371,0.38930914,
2173.611816,0.389061579,
2173.843262,0.388813503,
2174.074707,0.388564653,
2174.306396,0.388314957,
2174.538086,0.388064733,
2174.769775,0.387814083,
2175.001465,0.387563373,
2175.233154,0.387312522,
2175.465088,0.38706199,
2175.696777,0.386811687,
2175.928711,0.386561786,
2176.160645,0.386312055,
2176.392822,0.386062371,
2176.624756,0.385812781,
2176.856934,0.385562891,
2177.089111,0.385312413,
2177.321289,0.38506188,
2177.553467,0.384811426,
2177.786133,0.384560781,
2178.018555,0.384310861,
2178.250732,0.384061425,
2178.483398,0.383812313,
2178.71582,0.383563793,
2178.948486,0.383315398,
2179.180908,0.383066613,
2179.413574,0.382817841,
2179.64624,0.38256879,
2179.87915,0.382320101,
2180.111816,0.3820718,
2180.344727,0.381823671,
2180.577637,0.38157641,
2180.810547,0.381330082,
2181.043701,0.381084306,
2181.276611,0.380839174,
2181.509766,0.380595067,
2181.74292,0.380351442,
2181.976074,0.380108,
2182.209473,0.379864773,
2182.442871,0.379622046,
2182.67627,0.37937988,
2182.909668,0.379138104,
2183.143066,0.378897439,
2183.376709,0.378657856,
2183.610107,0.37841936,
2183.84375,0.37818187,
2184.077393,0.377945468,
2184.311279,0.377709655,
2184.544922,0.377474259,
2184.778809,0.377239427,
2185.012695,0.377004935,
2185.246582,0.376771015,
2185.480469,0.376537878,
2185.714355,0.37630594,
2185.948486,0.376075248,
2186.182617,0.375845787,
2186.416748,0.375617275,
2186.650879,0.375390024,
2186.885254,0.375163747,
2187.119873,0.374938161,
2187.354248,0.374713355,
2187.588623,0.374489493,
2187.822998,0.374266347,
2188.057617,0.374044209,
2188.291992,0.373823168,
2188.526611,0.373603794,
2188.76123,0.373385869,
2188.996094,0.373169524,
2189.230713,0.372954687,
2189.465576,0.37274101,
2189.700439,0.372528577,
2189.935303,0.372316815,
2190.17041,0.37210595,
2190.405273,0.371896168,
2190.640381,0.371687816,
2190.875488,0.371480805,
2191.110596,0.371275447,
2191.345947,0.371072009,
2191.581055,0.370869927,
2191.81665,0.370669464,
2192.052002,0.370470374,
2192.287354,0.370272983,
2192.522949,0.370076683,
2192.758545,0.369881277,
2192.994141,0.369686836,
2193.229736,0.369493431,
2193.465332,0.369301474,
2193.700928,0.369110861,
2193.936768,0.368922045,
2194.172607,0.368734942,
2194.408447,0.368549297,
2194.644287,0.36836502,
2194.880371,0.368182069,
2195.116455,0.368000027,
2195.352539,0.367818823,
2195.588623,0.367638969,
2195.824707,0.36746061,
2196.061035,0.367283897,
2196.297363,0.36710883,
2196.533936,0.36693533,
2196.770264,0.366763976,
2197.006592,0.366594287,
2197.243164,0.366426452,
2197.479736,0.366260254,
2197.716309,0.366095706,
2197.952881,0.365932005,
2198.189453,0.365769546,
2198.42627,0.365608213,
2198.663086,0.365448225,
2198.899902,0.365290001,
2199.136719,0.365133111,
2199.373779,0.36497814,
2199.610596,0.364825133,
2199.847656,0.364673618,
2200.084961,0.36452356,
2200.322021,0.364375066,
2200.559082,0.364228013,
2200.796387,0.364082739,
2201.033691,0.363939085,
2201.27124,0.363796914,
2201.508789,0.363656872,
2201.746094,0.363518619,
2201.983643,0.36338193,
2202.221191,0.363247398,
2202.45874,0.36311498,
2202.696533,0.362984324,
2202.934082,0.362854644,
2203.171875,0.362725774,
2203.409668,0.362597909,
2203.647705,0.362471244,
2203.885498,0.362345966,
2204.123535,0.362222422,
2204.361572,0.362100423,
2204.599609,0.36198021,
2204.837646,0.361861777,
2205.075928,0.361745043,
2205.313965,0.361630237,
2205.552246,0.361516956,
2205.790771,0.361405479,
2206.029297,0.36129531,
2206.267822,0.361186476,
2206.506104,0.361079053,
2206.744629,0.360973657,
2206.983398,0.360869929,
2207.221924,0.360767785,
2207.460693,0.360667211,
2207.699463,0.360568312,
2207.938232,0.36047095,
2208.177002,0.36037492,
2208.415771,0.360280421,
2208.654785,0.360187551,
2208.893799,0.36009602,
2209.132813,0.360005697,
2209.371826,0.359917091,
2209.611084,0.359830173,
2209.850342,0.359745523,
2210.0896,0.359662656,
2210.328857,0.359581563,
2210.568115,0.359501883,
2210.807861,0.359423852,
2211.047363,0.359346524,
2211.286865,0.359270553,
2211.526367,0.359196039,
2211.766113,0.359122996,
2212.005615,0.359051411,
2212.245361,0.358981182,
2212.485107,0.358912773,
2212.725098,0.358845734,
2212.964844,0.358780302,
2213.204834,0.358716337,
2213.444824,0.35865399,
2213.684814,0.358592703,
2213.924805,0.358532436,
2214.165039,0.358473097,
2214.405273,0.358414805,
2214.645508,0.358357467,
2214.885742,0.35830111,
2215.125977,0.358246372,
2215.366455,0.358193266,
2215.607178,0.358141295,
2215.847656,0.35809046,
2216.088135,0.358040525,
2216.328857,0.35799137,
2216.56958,0.357942972,
2216.810303,0.357895329,
2217.051025,0.3578488,
2217.291748,0.357803368,
2217.532715,0.357759319,
2217.773682,0.357716605,
2218.014648,0.357675283,
2218.255615,0.357635372,
2218.496582,0.357596744,
2218.737793,0.357559417,
2218.979004,0.357523289,
2219.220215,0.357488025,
2219.461426,0.357453672,
2219.702881,0.357420027,
2219.944092,0.357387233,
2220.185547,0.357355667,
2220.42749,0.357325172,
2220.668945,0.357295827,
2220.910645,0.35726761,
2221.1521,0.357240508,
2221.393799,0.35721398,
2221.635742,0.357188396,
2221.877441,0.357163077,
2222.119385,0.357138722,
2222.361328,0.357114995,
2222.603271,0.35709165,
2222.845215,0.357069357,
2223.087402,0.357047945,
2223.329346,0.357027413,
2223.571533,0.357007922,
2223.813965,0.35698948,
2224.056152,0.356971715,
2224.298584,0.356954288,
2224.540771,0.35693694,
2224.783203,0.356920046,
2225.025879,0.35690336,
2225.268555,0.356886812,
2225.51123,0.356871144,
2225.753906,0.356856205,
2225.996582,0.356841581,
2226.239258,0.356827825,
2226.482178,0.356814576,
2226.725098,0.356802641,
2226.968018,0.356791127,
2227.210938,0.356780028,
2227.453857,0.356769422,
2227.697021,0.356759004,
2227.940186,0.356748757,
2228.18335,0.356739288,
2228.426514,0.356730853,
2228.669922,0.356722722,
2228.91333,0.356715464,
2229.156494,0.356708271,
2229.400146,0.356701605,
2229.643555,0.35669493,
2229.887207,0.356688376,
2230.131104,0.356682189,
2230.374756,0.356676034,
2230.618408,0.356669962,
2230.862061,0.356663997,
2231.105957,0.356658711,
2231.349854,0.356654053,
2231.59375,0.356650403,
2231.837646,0.356647664,
2232.081787,0.356645629,
2232.325928,0.356643996,
2232.570068,0.356642336,
2232.814209,0.356640403,
2233.058594,0.356638515,
2233.302734,0.356636403,
2233.547119,0.356634501,
2233.791504,0.356632458,
2234.036133,0.356630756,
2234.280518,0.356629495,
2234.525146,0.356628658,
2234.769775,0.356628009,
2235.014648,0.356627725,
2235.259277,0.356627524,
2235.50415,0.356626809,
2235.749023,0.356626128,
2235.993896,0.356624941,
2236.23877,0.35662409,
2236.483887,0.356623212,
2236.729004,0.356622588,
2236.974121,0.356622394,
2237.219238,0.356622253,
2237.464355,0.3566224,
2237.709717,0.356622694,
2237.955078,0.356623353,
2238.200439,0.356623888,
2238.445801,0.356624343,
2238.691406,0.356624763,
2238.936768,0.356625117,
2239.182373,0.356625237,
2239.427979,0.356625284,
2239.673828,0.356625915,
2239.919678,0.356626675,
2240.165527,0.356627957,
2240.411377,0.356629428,
2240.657471,0.356630848,
2240.90332,0.356632395,
2241.149414,0.356633392,
2241.395508,0.356634041,
2241.641602,0.356634415,
2241.887695,0.356634453,
2242.134033,0.356634502,
2242.380371,0.356634617,
2242.626709,0.356634736,
2242.873047,0.356634946,
2243.119385,0.356635352,
2243.365967,0.356635604,
2243.612549,0.35663587,
2243.859131,0.356636026,
2244.105957,0.356635775,
2244.352539,0.356635108,
2244.599365,0.356634142,
2244.846436,0.356633602,
2245.093262,0.35663309,
2245.340332,0.356632566,
2245.587402,0.356632329,
2245.834473,0.356632259,
2246.081543,0.356631865,
2246.328613,0.356631021,
2246.575928,0.356629892,
2246.822998,0.356628767,
2247.070557,0.356627331,
2247.317871,0.356625365,
2247.565186,0.356623279,
2247.812744,0.356621224,
2248.060303,0.356618872,
2248.307861,0.356616671,
2248.555664,0.356614568,
2248.803223,0.356612568,
2249.051025,0.356610547,
2249.298828,0.356608324,
2249.546631,0.356605537,
2249.794922,0.356602336,
2250.042969,0.35659878,
2250.290771,0.356595303,
2250.539063,0.356591784,
2250.787109,0.356588044,
2251.0354,0.356584253,
2251.283691,0.356580701,
2251.531982,0.356576807,
2251.780273,0.356572597,
2252.028564,0.356568278,
2252.2771,0.356563151,
2252.525635,0.356557695,
2252.77417,0.356551621,
2253.022949,0.356545387,
2253.271484,0.356538945,
2253.520264,0.356532679,
2253.769043,0.356526243,
2254.018066,0.356519857,
2254.266846,0.356513383,
2254.516113,0.356506668,
2254.765137,0.356499842,
2255.01416,0.35649243,
2255.263428,0.356484568,
2255.512451,0.356476351,
2255.761719,0.356467872,
2256.010986,0.35645917,
2256.260498,0.356450217,
2256.509766,0.356441232,
2256.759277,0.356432308,
2257.008789,0.356423311,
2257.258301,0.356414369,
2257.508057,0.356405238,
2257.757813,0.356395801,
2258.007568,0.356385761,
2258.257324,0.356375668,
2258.50708,0.356365261,
2258.75708,0.35635423,
2259.00708,0.356343015,
2259.25708,0.356331573,
2259.507324,0.3563202,
2259.757324,0.356308761,
2260.007568,0.356297382,
2260.257813,0.356285206,
2260.508057,0.356272809,
2260.758545,0.356259543,
2261.008789,0.356245662,
2261.259277,0.35623178,
2261.509766,0.35621777,
2261.760498,0.356203611,
2262.010986,0.356189289,
2262.261719,0.356174732,
2262.512451,0.356159589,
2262.763184,0.356144643,
2263.01416,0.356129371,
2263.265137,0.356113688,
2263.515869,0.356097895,
2263.76709,0.356081733,
2264.018066,0.356065202,
2264.269287,0.35604821,
2264.520752,0.356031102,
2264.771973,0.356013764,
2265.023193,0.355996422,
2265.274414,0.35597886,
2265.525879,0.355960922,
2265.777344,0.355942778,
2266.028809,0.355924143,
2266.280518,0.355905246,
2266.531982,0.355885805,
2266.783691,0.35586608,
2267.035645,0.355845652,
2267.287354,0.355825003,
2267.539063,0.35580418,
2267.791016,0.355783244,
2268.042969,0.355762229,
2268.295166,0.355740586,
2268.547119,0.355718351,
2268.799316,0.355695604,
2269.051514,0.355672333,
2269.303711,0.355648529,
2269.556152,0.355624292,
2269.808594,0.3555996,
2270.061035,0.35557467,
2270.313477,0.355549205,
2270.565918,0.355523537,
2270.818604,0.355498379,
2271.071289,0.355473066,
2271.323975,0.355447274,
2271.57666,0.355421212,
2271.82959,0.355394609,
2272.082275,0.355367432,
2272.335205,0.35533988,
2272.588135,0.355312212,
2272.841309,0.355284645,
2273.094482,0.355256849,
2273.347412,0.35522872,
2273.60083,0.355200211,
2273.854004,0.355171533,
2274.107178,0.355142498,
2274.360596,0.355113097,
2274.614258,0.355083047,
2274.86792,0.355052651,
2275.121338,0.355021318,
2275.375,0.354989602,
2275.628662,0.354957693,
2275.882324,0.354925408,
2276.135986,0.35489307,
2276.389893,0.354860605,
2276.643799,0.354827848,
2276.897705,0.354794756,
2277.151611,0.35476177,
2277.405762,0.354728079,
2277.659912,0.354693795,
2277.914063,0.354658755,
2278.168213,0.354623334,
2278.422607,0.354587595,
2278.676758,0.354551756,
2278.931152,0.354515689,
2279.185791,0.354479457,
2279.440186,0.354442958,
2279.695068,0.354406012,
2279.949707,0.354368649,
2280.204346,0.354331132,
2280.458984,0.354293293,
2280.713867,0.354254753,
2280.96875,0.354215594,
2281.223633,0.354176011,
2281.478516,0.354135976,
2281.733643,0.3540956,
2281.988525,0.354055064,
2282.243652,0.354014527,
2282.499023,0.353973811,
2282.75415,0.353932668,
2283.009521,0.353890743,
2283.264893,0.353848089,
2283.520264,0.353804539,
2283.775635,0.353760546,
2284.03125,0.353716284,
2284.286865,0.353671924,
2284.54248,0.353627397,
2284.79834,0.353582572,
2285.054199,0.353537357,
2285.310059,0.353491996,
2285.565918,0.353446436,
2285.821777,0.353400766,
2286.077881,0.353354977,
2286.33374,0.35330847,
2286.589844,0.3532613,
2286.846191,0.353213723,
2287.102295,0.353165901,
2287.358643,0.35311789,
2287.61499,0.353069994,
2287.871338,0.35302161,
2288.127686,0.352973148,
2288.384277,0.352924173,
2288.640869,0.352874375,
2288.897461,0.352824304,
2289.154053,0.352773542,
2289.410889,0.352722369,
2289.667725,0.352670575,
2289.924805,0.352618486,
2290.181641,0.352565945,
2290.438477,0.352513548,
2290.695557,0.352460888,
2290.952637,0.352407935,
2291.209717,0.352354714,
2291.467041,0.352300685,
2291.724365,0.352246313,
2291.981689,0.352191022,
2292.239014,0.352135452,
2292.496338,0.352079429,
2292.753906,0.352023034,
2293.011475,0.351966371,
2293.269043,0.351909517,
2293.526611,0.351852609,
2293.784424,0.351795727,
2294.042236,0.351738671,
2294.300049,0.351681077,
2294.557861,0.351623075,
2294.815918,0.351563884,
2295.073975,0.351504064,
2295.332275,0.351443641,
2295.590332,0.351382669,
2295.848389,0.351321431,
2296.106689,0.35126004,
2296.36499,0.351198511,
2296.623291,0.351136802,
2296.881836,0.351074496,
2297.140137,0.351011524,
2297.398682,0.350948572,
2297.657227,0.350885058,
2297.916016,0.350821068,
2298.174805,0.350756286,
2298.43335,0.350690856,
2298.692383,0.350624997,
2298.951172,0.350558997,
2299.210205,0.350492935,
2299.468994,0.350427056,
2299.728027,0.350361146,
2299.987305,0.350294883,
2300.246582,0.350227751,
2300.505859,0.350159895,
2300.765137,0.350091435,
2301.024414,0.350022493,
2301.283936,0.349953036,
2301.543457,0.349883171,
2301.802979,0.349812966,
2302.0625,0.349742416,
2302.322021,0.349671744,
2302.581787,0.349600565,
2302.841553,0.349529185,
2303.101318,0.349457305,
2303.361328,0.349385162,
2303.621094,0.349312157,
2303.881104,0.34923831,
2304.141357,0.34916363,
2304.401367,0.349088402,
2304.661621,0.349013056,
2304.921631,0.348937395,
2305.182129,0.34886151,
2305.442627,0.348785231,
2305.703125,0.348708415,
2305.963379,0.348630696,
2306.224121,0.348552523,
2306.484619,0.348473554,
2306.745117,0.348394129,
2307.005859,0.34831437,
2307.266602,0.348233926,
2307.527588,0.34815326,
2307.78833,0.348072229,
2308.049316,0.347990872,
2308.310303,0.34790936,
2308.571289,0.34782771,
2308.83252,0.347745605,
2309.093506,0.34766326,
2309.354736,0.347580174,
2309.616211,0.347496254,
2309.877441,0.347411741,
2310.138916,0.347326577,
2310.400391,0.347241134,
2310.662109,0.347155497,
2310.923584,0.347069859,
2311.185303,0.346983802,
2311.447021,0.346897204,
2311.70874,0.346809988,
2311.970703,0.346722184,
2312.232422,0.346633666,
2312.494385,0.346544488,
2312.756348,0.346454503,
2313.018555,0.346363691,
2313.280518,0.34627243,
2313.542725,0.346180766,
2313.804932,0.34608882,
2314.067383,0.345996661,
2314.32959,0.345904149,
2314.592041,0.345811063,
2314.854492,0.345717295,
2315.116943,0.345622757,
2315.379639,0.34552758,
2315.642334,0.345432023,
2315.905273,0.345335845,
2316.167969,0.345238997,
2316.430908,0.345142141,
2316.693848,0.345045056,
2316.956787,0.344948143,
2317.219727,0.344851313,
2317.482666,0.344754072,
2317.74585,0.344656368,
2318.009033,0.344558201,
2318.272461,0.344459268,
2318.535645,0.344359951,
2318.799072,0.344259855,
2319.0625,0.344159137,
2319.325928,0.34405834,
2319.589355,0.34395722,
2319.853027,0.343855506,
2320.116699,0.343753594,
2320.380371,0.343651335,
2320.644287,0.343548419,
2320.908203,0.343444773,
2321.172363,0.343340278,
2321.436279,0.343235388,
2321.700195,0.343129827,
2321.964355,0.343023232,
2322.228516,0.342916081,
2322.492676,0.34280844,
2322.75708,0.342700752,
2323.02124,0.342592886,
2323.285645,0.342483801,
2323.550049,0.342374045,
2323.814697,0.342263204,
2324.079102,0.342151816,
2324.34375,0.342039745,
2324.608643,0.341927312,
2324.873291,0.34181429,
2325.138184,0.341701118,
2325.402832,0.34158734,
2325.667969,0.341473291,
2325.932861,0.341359576,
2326.197998,0.341245876,
2326.463379,0.341132364,
2326.728516,0.341018091,
2326.993652,0.340903096,
2327.259033,0.340787341,
2327.524414,0.340670667,
2327.789795,0.340553473,
2328.055176,0.340436138,
2328.320801,0.340318662,
2328.586426,0.340201146,
2328.852051,0.340083335,
2329.117676,0.339964822,
2329.383545,0.339845674,
2329.649414,0.339725792,
2329.915283,0.339605411,
2330.181152,0.339484501,
2330.447266,0.339362964,
2330.713379,0.339240724,
2330.979492,0.339117706,
2331.245605,0.338994398,
2331.511963,0.338870803,
2331.778564,0.338747028,
2332.044922,0.338623186,
2332.311279,0.338499033,
2332.577881,0.33837428,
2332.844482,0.338248546,
2333.111084,0.338121653,
2333.377686,0.337993812,
2333.644531,0.337865338,
2333.911377,0.337736308,
2334.178223,0.337607156,
2334.445068,0.337477393,
2334.712158,0.337347265,
2334.979248,0.337216614,
2335.246338,0.337085519,
2335.513428,0.336954036,
2335.780762,0.336821872,
2336.047852,0.336688961,
2336.31543,0.336555431,
2336.582764,0.336420889,
2336.850342,0.336285582,
2337.11792,0.336150234,
2337.385742,0.336014751,
2337.65332,0.335878788,
2337.921143,0.335742264,
2338.188721,0.335605357,
2338.456787,0.335468174,
2338.724609,0.335330399,
2338.992676,0.335191746,
2339.260498,0.335052783,
